7567,54145,2010-01-02,2010-01-01,34,4250,0.1,125,3825,Joni Visinsky,"O'Reilly Automotive, Inc.",Consumer Services,Other Specialty Stores,Midwest City,73110,Oklahoma,Central,2010-01-02,0,Training - SQL,Training,Market Research,Sophia Dixon,Josh Martinez,71,1,0.432
1234,8998,2010-01-03,2010-01-01,37,6290,0.07,170,5849.7,Linda Brennan,Electronic Arts Inc.,Technology,Computer Software: Prepackaged Software,Oviedo,32765,Florida,South,2010-01-07,4,Development - .Net,Development,Python,Emily Taylor,Frank Mitchell,62,1,0.635294118
1235,8998,2010-01-03,2010-01-01,12,1800,0.01,150,1782,Linda Brennan,Electronic Arts Inc.,Technology,Computer Software: Prepackaged Software,Oviedo,32765,Florida,South,2010-01-05,2,Consulting - Business Model,Consulting,Big Data,William Bufont,Frank Mitchell,62,1,0.586666667
1236,8998,2010-01-03,2010-01-01,13,2600,0.04,200,2496,Linda Brennan,Electronic Arts Inc.,Technology,Computer Software: Prepackaged Software,Oviedo,32765,Florida,South,2010-01-08,5,Development - Big Data,Development,Market Research,Abigail Young,Frank Mitchell,50,1,0.75
2832,20449,2010-01-03,2010-01-01,19,3040,0.1,160,2736,Nora Airdo,"Twenty-First Century Fox, Inc.",Consumer Services,Television Services,Colchester,6415,Connecticut,East,2010-01-04,1,Development - Java,Development,Business Logic,Daniel Tusk,Allen Young,45,1,0.71875
4076,29058,2010-01-03,2010-01-01,43,4730,0.02,110,4635.4,Valerie Pelletier,"Discovery Communications, Inc.",Consumer Services,Television Services,Tampa,33614,Florida,South,2010-01-05,2,Development - Python,Development,SQL,Olivia Sullivan,Frank Mitchell,53,1,0.518181818
4077,29058,2010-01-03,2010-01-01,23,2760,0.06,120,2594.4,Valerie Pelletier,"Discovery Communications, Inc.",Consumer Services,Television Services,Tampa,33614,Florida,South,2010-01-04,1,Development - Business Logic,Development,Python,Sophia Dixon,Frank Mitchell,71,1,0.408333333
4078,29058,2010-01-03,2010-01-01,41,8200,0.04,200,7872,Valerie Pelletier,"Discovery Communications, Inc.",Consumer Services,Television Services,Tampa,33614,Florida,South,2010-01-03,0,Development - Big Data,Development,Java,Elizabeth Carter,Frank Mitchell,52,1,0.74
4079,29058,2010-01-03,2010-01-01,33,4125,0.07,125,3836.25,Valerie Pelletier,"Discovery Communications, Inc.",Consumer Services,Television Services,Troutdale,97060,Oregon,West,2010-01-05,2,Training - Tableau,Training,Java,Liam Franklin,Bob Turner,52,1,0.584
8077,57606,2010-01-03,2010-01-01,37,5550,0.08,150,5106,Darren Perrino,Seagate Technology.,Technology,Electronic Components,Bedford,76021,Texas,Central,2010-01-04,1,Consulting - Business Model,Consulting,Java,Alexander Edison,Josh Martinez,70,1,0.533333333
6468,46050,2010-01-04,2010-01-01,5,750,0.02,150,735,Julie Murray,"Stericycle, Inc.",Basic Industries,Environmental Services,Parkersburg,26101,West Virginia,East,2010-01-05,1,Consulting - Compensation,Consulting,Java,Ethan Bird,Allen Young,60,1,0.6
6469,46050,2010-01-04,2010-01-01,48,9600,0.03,200,9312,Julie Murray,"Stericycle, Inc.",Basic Industries,Environmental Services,Parkersburg,26101,West Virginia,East,2010-01-07,3,Development - Big Data,Development,Javascript,Ava Wilson,Allen Young,67,1,0.665
6470,46050,2010-01-04,2010-01-01,3,510,0.02,170,499.8,Julie Murray,"Stericycle, Inc.",Basic Industries,Environmental Services,Webster Groves,63119,MO,Central,2010-01-07,3,Development - .Net,Development,Java,William Bufont,Josh Martinez,62,1,0.635294118
767,5504,2010-01-05,2010-01-01,6,660,0.06,110,620.4,Anna Hwang,"Facebook, Inc.",Technology,"Computer Software: Programming, Data Processing",Olathe,66062,Kansas,Central,2010-01-07,2,Development - Python,Development,Business Model,Mason Gibson,Josh Martinez,71,1,0.354545455
768,5504,2010-01-05,2010-01-01,15,2250,0.04,150,2160,Anna Hwang,"Facebook, Inc.",Technology,"Computer Software: Programming, Data Processing",Olathe,66062,Kansas,Central,2010-01-07,2,Consulting - Market Research,Consulting,Python,Olivia Sullivan,Josh Martinez,53,1,0.646666667
2061,14755,2010-01-05,2010-01-01,31,3720,0.09,120,3385.2,Steve Shariari,"NetApp, Inc.",Technology,Electronic Components,Stow,44224,Ohio,East,2010-01-05,0,Development - Business Logic,Development,Java,Abigail Young,Allen Young,50,1,0.583333333
2062,14755,2010-01-05,2010-01-01,44,6600,0.1,150,5940,Steve Shariari,"NetApp, Inc.",Technology,Electronic Components,Stow,44224,Ohio,East,2010-01-07,2,Consulting - Market Research,Consulting,Big Data,Abigail Young,Allen Young,50,1,0.666666667
7873,56293,2010-01-05,2010-01-01,34,4250,0.04,125,4080,Michelle Jacobs,Yahoo! Inc.,Technology,EDP Services,Marion,52302,Iowa,Central,2010-01-05,0,Training - SQL,Training,Market Research,William Bufont,Josh Martinez,62,1,0.504
7874,56293,2010-01-05,2010-01-01,44,8800,0.06,200,8272,Michelle Jacobs,Yahoo! Inc.,Technology,EDP Services,Marion,52302,Iowa,Central,2010-01-06,1,Development - Big Data,Development,Market Research,Noah Smith,Josh Martinez,59,1,0.705
4664,33218,2010-01-06,2010-01-01,25,4000,0.07,160,3720,Eric DeCherney,Google Inc.,Technology,"Computer Software: Programming, Data Processing",Apopka,32712,Florida,South,2010-01-08,2,Development - Java,Development,Strategy,Olivia Sullivan,Frank Mitchell,53,1,0.66875
4665,33218,2010-01-06,2010-01-01,29,3625,0.04,125,3480,Eric DeCherney,Google Inc.,Technology,"Computer Software: Programming, Data Processing",Apopka,32712,Florida,South,2010-01-07,1,Training - SQL,Training,.Net,Isabella Douglas,Frank Mitchell,75,1,0.4
6231,44133,2010-01-06,2010-01-01,35,4375,0.06,125,4112.5,Mark Coyne,Mylan Inc.,Health Care,Major Pharmaceuticals,Chula Vista,91911,California,West,2010-01-07,1,Training - SQL,Training,Python,Ava Wilson,Bob Turner,67,1,0.464
772,5510,2010-01-07,2010-01-01,12,1320,0.08,110,1214.4,Denise Catini,"Alexion Pharmaceuticals, Inc.",Health Care,Major Pharmaceuticals,South Portland,4106,Maine,East,2010-01-10,3,Development - Python,Development,SQL,Liam Franklin,Allen Young,52,1,0.527272727
1774,12708,2010-01-07,2010-01-01,44,5280,0,120,5280,Yana Gonzalez,"Twenty-First Century Fox, Inc.",Consumer Services,Television Services,Fairfield,94533,California,West,2010-01-12,5,Development - Business Logic,Development,Big Data,Jacob Manziel,Bob Turner,57,1,0.525
6631,47171,2010-01-07,2010-01-01,21,2310,0.01,110,2286.9,Sandra Stewart,"Discovery Communications, Inc.",Consumer Services,Television Services,Minot,58701,North Dakota,Central,2010-01-08,1,Development - Python,Development,Python,Elizabeth Carter,Josh Martinez,52,1,0.527272727
6632,47171,2010-01-07,2010-01-01,19,2280,0.03,120,2211.6,Sandra Stewart,"Discovery Communications, Inc.",Consumer Services,Television Services,Minot,58701,North Dakota,Central,2010-01-08,1,Development - Business Logic,Development,Market Research,Abigail Young,Josh Martinez,50,1,0.583333333
6633,47171,2010-01-07,2010-01-01,32,4000,0.05,125,3800,Sandra Stewart,"Discovery Communications, Inc.",Consumer Services,Television Services,Minot,58701,North Dakota,Central,2010-01-07,0,Training - Javascript,Training,Business Model,William Bufont,Josh Martinez,62,1,0.504
6870,48935,2010-01-07,2010-01-01,21,4200,0,200,4200,Jill Huston,Intel Corporation,Technology,Semiconductors,Laguna Hills,92653,California,West,2010-01-09,2,Development - Scala,Development,Big Data,Ethan Bird,Bob Turner,60,1,0.7
327,2244,2010-01-08,2010-01-01,19,3040,0.01,160,3009.6,Elpida Elijah,"Fiserv, Inc.",Technology,EDP Services,Newark,19711,Delaware,East,2010-01-10,2,Development - Java,Development,Python,Emily Taylor,Allen Young,62,1,0.6125
1869,13447,2010-01-08,2010-01-01,24,3600,0.01,150,3564,Pamela Pawlan,Google Inc.,Technology,"Computer Software: Programming, Data Processing",Mentor,44060,Ohio,East,2010-01-10,2,Consulting - Market Research,Consulting,PHP,Liam Franklin,Allen Young,52,1,0.653333333
5289,37668,2010-01-08,2010-01-01,33,4950,0.01,150,4900.5,Victoria Schild,Electronic Arts Inc.,Technology,Computer Software: Prepackaged Software,Camarillo,93010,California,West,2010-01-08,0,Consulting - Strategy,Consulting,Java,Michael Alister,Bob Turner,68,1,0.546666667
8122,58053,2010-01-08,2010-01-01,42,4620,0.02,110,4527.6,Susan Bailliet,Starbucks Corporation,Consumer Services,Restaurants,Gainesville,30501,Georgia,South,2010-01-10,2,Development - Python,Development,Big Data,Noah Smith,Frank Mitchell,59,1,0.463636364
655,4611,2010-01-09,2010-01-01,32,4800,0.03,150,4656,Steven Haberlin,"O'Reilly Automotive, Inc.",Consumer Services,Other Specialty Stores,North Port,34287,Florida,South,2010-01-09,0,Consulting - Strategy,Consulting,Python,Jacob Manziel,Frank Mitchell,57,1,0.62
4629,32932,2010-01-09,2010-01-01,49,7350,0.05,150,6982.5,Karen Jacobs,VimpelCom Ltd.,Public Utilities,Telecommunications Equipment,San Francisco,94110,California,West,2010-01-13,4,Consulting - Compensation,Consulting,Big Data,Isabella Douglas,Bob Turner,75,1,0.5
190,1280,2010-01-10,2010-01-01,40,6000,0.05,150,5700,Harold McCarthy,"American Airlines Group, Inc.",Transportation,Air Freight/Delivery Services,Pendleton,97801,Oregon,West,2010-01-10,0,Consulting - Business Model,Consulting,Tableau,Daniel Tusk,Bob Turner,45,1,0.7
1122,8227,2010-01-10,2010-01-01,32,4800,0.05,150,4560,Christina Yedwab,"Gilead Sciences, Inc.",Health Care,Biotechnology: Biological Products (No Diagnostic Substances),Newton,50208,Iowa,Central,2010-01-11,1,Consulting - Business Model,Consulting,Market Research,Abigail Young,Josh Martinez,50,1,0.666666667
1413,10247,2010-01-10,2010-01-01,21,2310,0.06,110,2171.4,Edward Weien,Electronic Arts Inc.,Technology,Computer Software: Prepackaged Software,Edinburg,78539,Texas,Central,2010-01-11,1,Development - Python,Development,SQL,Ava Wilson,Josh Martinez,67,1,0.390909091
1414,10247,2010-01-10,2010-01-01,24,3600,0.03,150,3492,Edward Weien,Electronic Arts Inc.,Technology,Computer Software: Prepackaged Software,El Paso,79907,Texas,Central,2010-01-12,2,Consulting - Business Model,Consulting,Business Logic,Jacob Manziel,Josh Martinez,57,1,0.62
3327,23782,2010-01-10,2010-01-01,46,5750,0.09,125,5232.5,Justin Carroll,"Tesla Motors, Inc.",Capital Goods,Auto Manufacturing,Hicksville,11801,New York,East,2010-01-10,0,Training - Development,Training,Business Model,Emily Taylor,Allen Young,62,1,0.504
3328,23782,2010-01-10,2010-01-01,7,1400,0.09,200,1274,Justin Carroll,"Tesla Motors, Inc.",Capital Goods,Auto Manufacturing,Hicksville,11801,New York,East,2010-01-15,5,Development - Big Data,Development,Python,Jacob Manziel,Allen Young,57,1,0.715
3476,24740,2010-01-10,2010-01-01,11,1375,0.04,125,1320,Logan Flashing,Garmin Ltd.,Capital Goods,Industrial Machinery/Components,New City,10956,New York,East,2010-01-11,1,Training - SQL,Training,Big Data,Noah Smith,Allen Young,59,1,0.528
3477,24740,2010-01-10,2010-01-01,35,4200,0.09,120,3822,Logan Flashing,Garmin Ltd.,Capital Goods,Industrial Machinery/Components,New City,10956,New York,East,2010-01-10,0,Development - Business Logic,Development,SQL,Daniel Tusk,Allen Young,45,1,0.625
8022,57318,2010-01-10,2010-01-01,33,6600,0.02,200,6468,Eric Dilbeck,Google Inc.,Technology,"Computer Software: Programming, Data Processing",Inglewood,90301,California,West,2010-01-12,2,Development - Scala,Development,Market Research,Abigail Young,Bob Turner,50,1,0.75
8023,57318,2010-01-10,2010-01-01,12,1320,0.1,110,1188,Eric Dilbeck,Google Inc.,Technology,"Computer Software: Programming, Data Processing",Inglewood,90301,California,West,2010-01-12,2,Development - Python,Development,Big Data,Sophia Dixon,Bob Turner,71,1,0.354545455
6011,42567,2010-01-11,2010-01-01,12,1500,0,125,1500,Tom Skaria,Avago Technologies Limited,Technology,Semiconductors,Burbank,91505,California,West,2010-01-13,2,Training - Javascript,Training,Python,Mia Moore,Bob Turner,51,1,0.592
6813,48487,2010-01-11,2010-01-01,27,4320,0,160,4320,Carol Hightower,Costco Wholesale Corporation,Consumer Services,Department/Specialty Retail Stores,West Seneca,14224,New York,East,2010-01-13,2,Development - Java,Development,Business Logic,Ethan Bird,Allen Young,60,1,0.625
7878,56327,2010-01-11,2010-01-01,42,4620,0.05,110,4389,Victoria Holloman,DIRECTV,Consumer Services,Telecommunications Equipment,Pasco,99301,Washington,West,2010-01-12,1,Development - Python,Development,Strategy,Daniel Tusk,Bob Turner,45,1,0.590909091
7879,56327,2010-01-11,2010-01-01,11,1870,0.01,170,1851.3,Victoria Holloman,DIRECTV,Consumer Services,Telecommunications Equipment,Pullman,99163,Washington,West,2010-01-13,2,Development - .Net,Development,Python,Daniel Tusk,Bob Turner,45,1,0.735294118
7880,56327,2010-01-11,2010-01-01,47,5875,0.08,125,5405,Victoria Holloman,DIRECTV,Consumer Services,Telecommunications Equipment,Pullman,99163,Washington,West,2010-01-12,1,Training - SQL,Training,Java,Olivia Sullivan,Bob Turner,53,1,0.576
8297,59270,2010-01-11,2010-01-01,48,7200,0.01,150,7128,Deborah Braxton,"Automatic Data Processing, Inc.",Technology,EDP Services,Framingham,1701,MA,East,2010-01-13,2,Consulting - Strategy,Consulting,PHP,Noah Smith,Allen Young,59,1,0.606666667
8298,59270,2010-01-11,2010-01-01,14,2800,0.01,200,2772,Deborah Braxton,"Automatic Data Processing, Inc.",Technology,EDP Services,Holyoke,1040,MA,East,2010-01-12,1,Development - Big Data,Development,Python,Ethan Bird,Allen Young,60,1,0.7
8299,59270,2010-01-11,2010-01-01,5,625,0.08,125,575,Deborah Braxton,"Automatic Data Processing, Inc.",Technology,EDP Services,Palisades Park,7650,New Jersey,East,2010-01-11,0,Training - Development,Training,Business Model,Madison Hill,Allen Young,58,1,0.536
8300,59270,2010-01-11,2010-01-01,47,7050,0.01,150,6979.5,Deborah Braxton,"Automatic Data Processing, Inc.",Technology,EDP Services,South Portland,4106,Maine,East,2010-01-13,2,Consulting - Business Model,Consulting,Business Model,Olivia Sullivan,Allen Young,53,1,0.646666667
270,1857,2010-01-12,2010-01-01,37,4440,0.07,120,4129.2,Roy Schnelling,Biogen Idec Inc.,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),Bremerton,98310,Washington,West,2010-01-13,1,Development - Business Logic,Development,SQL,Elizabeth Carter,Bob Turner,52,1,0.566666667
2694,19494,2010-01-12,2010-01-01,39,4875,0.05,125,4631.25,Clytie Dortch,"Mattel, Inc.",Consumer Non-Durables,Recreational Products/Toys,Allentown,18103,Pennsylvania,East,2010-01-14,2,Training - SQL,Training,Market Research,Emma Watson,Allen Young,67,1,0.464
2695,19494,2010-01-12,2010-01-01,2,240,0.03,120,232.8,Clytie Dortch,"Mattel, Inc.",Consumer Non-Durables,Recreational Products/Toys,Allentown,18103,Pennsylvania,East,2010-01-15,3,Development - Business Logic,Development,Market Research,Alexander Edison,Allen Young,70,1,0.416666667
4909,34948,2010-01-12,2010-01-01,15,2550,0.08,170,2346,Catherine House,Cognizant Technology Solutions Corporation,Technology,EDP Services,Springfield,97477,Oregon,West,2010-01-12,0,Development - .Net,Development,Big Data,Emily Taylor,Bob Turner,62,1,0.635294118
5396,38369,2010-01-12,2010-01-01,3,375,0.02,125,367.5,Eric Dilbeck,Google Inc.,Technology,"Computer Software: Programming, Data Processing",Burlington,5401,Vermont,East,2010-01-13,1,Training - Javascript,Training,Python,Isabella Douglas,Allen Young,75,1,0.4
1754,12580,2010-01-13,2010-01-01,43,5160,0.04,120,4953.6,Dave Blackwell,"Verisk Analytics, Inc.",Technology,EDP Services,Carteret,7008,New Jersey,East,2010-01-15,2,Development - Business Logic,Development,Compensation,Noah Smith,Allen Young,59,1,0.508333333
1755,12580,2010-01-13,2010-01-01,50,8000,0.1,160,7200,Dave Blackwell,"Verisk Analytics, Inc.",Technology,EDP Services,Rancho Cucamonga,91730,California,West,2010-01-15,2,Development - Java,Development,Big Data,Jacob Manziel,Bob Turner,57,1,0.64375
2451,17825,2010-01-13,2010-01-01,26,5200,0.06,200,4888,Larry Price,"Charter Communications, Inc.",Consumer Services,Television Services,Midland,79701,Texas,Central,2010-01-16,3,Development - Big Data,Development,.Net,Liam Franklin,Josh Martinez,52,1,0.74
8327,59552,2010-01-13,2010-01-01,39,6240,0,160,6240,Pierre Bellavance,"Regeneron Pharmaceuticals, Inc.",Health Care,Major Pharmaceuticals,Burlington,5401,Vermont,East,2010-01-14,1,Development - Java,Development,Python,Emma Watson,Allen Young,67,1,0.58125
323,2213,2010-01-14,2010-01-01,6,660,0.08,110,607.2,Sam McAdams,Catamaran Corporation,Finance,Specialty Insurers,Reynoldsburg,43068,Ohio,East,2010-01-15,1,Development - Python,Development,Java,Sophia Dixon,Allen Young,71,1,0.354545455
2700,19524,2010-01-14,2010-01-01,9,1260,0.07,140,1171.8,Amy Brennan,Cognizant Technology Solutions Corporation,Technology,EDP Services,Visalia,93277,California,West,2010-01-15,1,Development - Front End Web,Development,Strategy,Sophia Dixon,Bob Turner,71,1,0.492857143
2902,20961,2010-01-14,2010-01-01,34,5100,0.06,150,4794,Lela Demir,"Citrix Systems, Inc.",Technology,Computer Software: Prepackaged Software,Sterling Heights,48310,Michigan,Central,2010-01-16,2,Consulting - Compensation,Consulting,Development,Elizabeth Carter,Josh Martinez,52,1,0.653333333
3302,23586,2010-01-14,2010-01-01,32,3520,0.03,110,3414.4,Anthony Carroll,Garmin Ltd.,Capital Goods,Industrial Machinery/Components,Mint Hill,28227,North Carolina,South,2010-01-17,3,Development - Python,Development,Python,Abigail Young,Frank Mitchell,50,1,0.545454545
3963,28289,2010-01-14,2010-01-01,31,3410,0.01,110,3375.9,Carl Greene,Celgene Corporation,Health Care,Major Pharmaceuticals,Wheeling,60090,Illinois,Central,2010-01-15,1,Development - Python,Development,Big Data,Emily Taylor,Josh Martinez,62,1,0.436363636
5217,37125,2010-01-14,2010-01-01,46,6440,0,140,6440,Sanjit Grace,"Dollar Tree, Inc.",Consumer Services,Department/Specialty Retail Stores,Louisville,80027,Colorado,West,2010-01-15,1,Development - Database,Development,Business Model,Abigail Young,Bob Turner,50,1,0.642857143
5231,37250,2010-01-14,2010-01-01,13,1430,0.03,110,1387.1,Grant Harrigan,Viacom Inc.,Consumer Services,Television Services,Morgan Hill,95037,California,West,2010-01-15,1,Development - PHP,Development,SQL,Jayden Hamilton,Bob Turner,71,1,0.354545455
8195,58599,2010-01-14,2010-01-01,49,6125,0.06,125,5757.5,Dianna Stevenson,CA Inc.,Technology,Computer Software: Prepackaged Software,Lewiston,4240,Maine,East,2010-01-15,1,Training - Development,Training,Java,Mason Gibson,Allen Young,71,1,0.432
8196,58599,2010-01-14,2010-01-01,19,2375,0,125,2375,Dianna Stevenson,CA Inc.,Technology,Computer Software: Prepackaged Software,Nashua,3060,New Hampshire,East,2010-01-15,1,Training - Development,Training,Python,Emily Taylor,Allen Young,62,1,0.504
426,2852,2010-01-15,2010-01-01,10,1100,0.02,110,1078,Luke Dana,Intel Corporation,Technology,Semiconductors,Mount Pleasant,29464,South Carolina,South,2010-01-15,0,Development - Python,Development,PHP,Jacob Manziel,Frank Mitchell,57,1,0.481818182
427,2852,2010-01-15,2010-01-01,42,6300,0.06,150,5922,Luke Dana,Intel Corporation,Technology,Semiconductors,Myrtle Beach,29577,South Carolina,South,2010-01-16,1,Consulting - Market Research,Consulting,Market Research,Elizabeth Carter,Frank Mitchell,52,1,0.653333333
2110,15079,2010-01-15,2010-01-01,45,6750,0,150,6750,Erica Chand,"Illumina, Inc.",Capital Goods,Biotechnology: Laboratory Analytical Instruments,Chester,19013,Pennsylvania,East,2010-01-18,3,Consulting - Business Model,Consulting,Java,Elizabeth Carter,Allen Young,52,1,0.653333333
2111,15079,2010-01-15,2010-01-01,23,2530,0.01,110,2504.7,Erica Chand,"Illumina, Inc.",Capital Goods,Biotechnology: Laboratory Analytical Instruments,Chester,19013,Pennsylvania,East,2010-01-16,1,Development - Python,Development,Market Research,Emily Taylor,Allen Young,62,1,0.436363636
2990,21574,2010-01-15,2010-01-01,33,4950,0,150,4950,Eric Dilbeck,Google Inc.,Technology,"Computer Software: Programming, Data Processing",Springfield,1108,MA,East,2010-01-16,1,Consulting - Business Model,Consulting,Market Research,Noah Smith,Allen Young,59,1,0.606666667
643,4545,2010-01-16,2010-01-01,33,3630,0.08,110,3339.6,Pauline Wardle,"Mattel, Inc.",Consumer Non-Durables,Recreational Products/Toys,Muskogee,74403,Oklahoma,Central,2010-01-18,2,Development - Python,Development,Business Model,Emma Watson,Josh Martinez,67,1,0.390909091
644,4545,2010-01-16,2010-01-01,4,440,0.06,110,413.6,Pauline Wardle,"Mattel, Inc.",Consumer Non-Durables,Recreational Products/Toys,Muskogee,74403,Oklahoma,Central,2010-01-17,1,Development - Python,Development,.Net,Madison Hill,Josh Martinez,58,1,0.472727273
1180,8642,2010-01-16,2010-01-01,26,4160,0.09,160,3785.6,Patrick Brooks,Liberty Global plc,Consumer Services,Television Services,Athens,30605,Georgia,South,2010-01-17,1,Development - Java,Development,Market Research,Daniel Tusk,Frank Mitchell,45,1,0.71875
1181,8642,2010-01-16,2010-01-01,13,2600,0.04,200,2496,Patrick Brooks,Liberty Global plc,Consumer Services,Television Services,Athens,30605,Georgia,South,2010-01-17,1,Development - Scala,Development,SQL,Michael Alister,Frank Mitchell,68,1,0.66
3658,26182,2010-01-16,2010-01-01,30,3750,0.01,125,3712.5,Doug Cooley,"Cisco Systems, Inc.",Technology,Computer Communications Equipment,Romeoville,60441,Illinois,Central,2010-01-19,3,Training - Tableau,Training,Javascript,Noah Smith,Josh Martinez,59,1,0.528
3659,26182,2010-01-16,2010-01-01,4,500,0.08,125,460,Doug Cooley,"Cisco Systems, Inc.",Technology,Computer Communications Equipment,Saint Peters,63376,MO,Central,2010-01-16,0,Training - Development,Training,Tableau,Alexander Edison,Josh Martinez,70,1,0.44
5077,36161,2010-01-16,2010-01-01,6,960,0.03,160,931.2,Chad Jas,"Dollar Tree, Inc.",Consumer Services,Department/Specialty Retail Stores,Rockville,20852,Maryland,East,2010-01-17,1,Development - Java,Development,Java,Mia Moore,Allen Young,51,1,0.68125
2611,18853,2010-01-17,2010-01-01,33,3960,0.03,120,3841.2,Gary Shillingsburg,Liberty Interactive Corporation,Consumer Services,Catalog/Specialty Distribution,Bradenton,34210,Florida,South,2010-01-19,2,Development - Business Logic,Development,.Net,Isabella Douglas,Frank Mitchell,75,1,0.375
7691,55139,2010-01-17,2010-01-01,26,3120,0.08,120,2870.4,Bobby Childs,Tractor Supply Company,Consumer Services,RETAIL: Building Materials,North Pembroke,2358,MA,East,2010-01-18,1,Development - Business Logic,Development,Javascript,William Bufont,Allen Young,62,1,0.483333333
7692,55139,2010-01-17,2010-01-01,41,5740,0.04,140,5510.4,Bobby Childs,Tractor Supply Company,Consumer Services,RETAIL: Building Materials,San Mateo,94403,California,West,2010-01-18,1,Development - Front End Web,Development,Python,Abigail Young,Bob Turner,50,1,0.642857143
3451,24610,2010-01-18,2010-01-01,4,500,0.01,125,495,Dean Zrebassa,Apple Inc.,Technology,Computer Manufacturing,Redwood City,94061,California,West,2010-01-20,2,Training - Development,Training,Business Model,Ethan Bird,Bob Turner,60,1,0.52
4885,34753,2010-01-18,2010-01-01,7,1050,0.09,150,955.5,Barbara Karlsson,Marriott International,Consumer Services,Hotels/Resorts,Topeka,66614,Kansas,Central,2010-01-20,2,Consulting - Market Research,Consulting,Python,Olivia Sullivan,Josh Martinez,53,1,0.646666667
4941,35139,2010-01-18,2010-01-01,29,4640,0.02,160,4547.2,Lauren Bern,Cognizant Technology Solutions Corporation,Technology,EDP Services,Albuquerque,87105,New Mexico,West,2010-01-19,1,Development - Java,Development,Business Logic,Daniel Tusk,Bob Turner,45,1,0.71875
4942,35139,2010-01-18,2010-01-01,3,450,0.05,150,427.5,Lauren Bern,Cognizant Technology Solutions Corporation,Technology,EDP Services,Durango,81301,Colorado,West,2010-01-19,1,Consulting - Strategy,Consulting,Javascript,Emma Watson,Bob Turner,67,1,0.553333333
4943,35139,2010-01-18,2010-01-01,25,3000,0.05,120,2850,Lauren Bern,Cognizant Technology Solutions Corporation,Technology,EDP Services,Durango,81301,Colorado,West,2010-01-20,2,Development - Business Logic,Development,Market Research,Ethan Bird,Bob Turner,60,1,0.5
4944,35139,2010-01-18,2010-01-01,32,6400,0.07,200,5952,Lauren Bern,Cognizant Technology Solutions Corporation,Technology,EDP Services,Durango,81301,Colorado,West,2010-01-20,2,Development - Big Data,Development,Market Research,Mia Moore,Bob Turner,51,1,0.745
5543,39267,2010-01-18,2010-01-01,26,3250,0.08,125,2990,Sam Haberlin,"Cisco Systems, Inc.",Technology,Computer Communications Equipment,Evans,30809,Georgia,South,2010-01-20,2,Training - SQL,Training,SQL,Emily Taylor,Frank Mitchell,62,1,0.504
